"";"Nombre.buscado";"Nombre.trivago";"Precio.mb";"Hotel.mb";"Wifi.lobby";"Wifi.habitacion";"Piscina";"Spa";"Parqueadero";"Mascotas";"Aire.acondicionado";"Restaurante";"Bar";"Gimnasio";"Estrellas";"Puntaje";"Opinion.cualitativa";"cantidad.opiniones";"Latitud";"Longitud"
"1";"Hotel Santa Barbara boutique";"Hotel Santa Barbara Boutique";257294;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"False";"False";"False";"3";8,9;"Excelente";"262";"4.702236";"-74.04351"
"7";"Ayenda 1053 Risot";"Ayenda 1053 Risot";122592;"lol.travel";"True";"True";"False";"False";"False";"False";"False";"False";"True";"False";"3";7,9;"Bueno";"49";"4.639431";"-74.098183"
"8";"Hotel IBIS BOGOTA MUSEO";"Hotel ibis Bogota Museo";130737;"Booking.com";"True";"True";"False";"False";"True";"True";"False";"True";"False";"False";"3";8,2;"Muy bueno";"1530";"4.614705";"-74.068802"
"9";"HOTEL DANN CARLTON BOGOTA";"Hotel Dann Carlton Bogotá";212650;"lol.travel";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"5";8,5;"Excelente";"1155";"4.688026";"-74.047142"
"10";"SOFITEL VICTORIA REGIA bogota ";"Sofitel Bogota Victoria Regia";628354;"Prestigia";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"5";9;"Excelente";"849";"4.670083";"-74.053116"
"12";"CASA DANN CARLTON";"Casa Dann Carlton";339762;"lol.travel";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";8,4;"Muy bueno";"2257";"4.680701";"-74.054047"
"13";"HOTEL CAPITAL BOGOTA COLOMBIA";"GHL Capital";228938;"Booking.com";"False";"False";"False";"False";"False";"False";"False";"True";"True";"True";"4";8,9;"Excelente";"2242";"4.65831";"-74.108192"
"16";"LE MANOIR BOGOTA";"Le Manoir";149840;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"True";"True";"4";8,4;"Muy bueno";"1934";"4.690975";"-74.049187"
"17";"Embassy Suites By Hilton Bogota Rosales";"Embassy Suites By Hilton Bogota Rosales";462013;"lol.travel";"True";"False";"False";"True";"True";"False";"True";"True";"True";"True";"4";8,9;"Excelente";"650";"4.652354";"-74.055824"
"18";"HOTEL ANDES PLAZA";"Hotel Andes Plaza";168027;"Booking.com";"True";"True";"False";"False";"True";"False";"True";"True";"False";"True";"4";8;"Muy bueno";"1230";"4.685939";"-74.048141"
"20";"CASA MEDINA BOGOTA";"Four Seasons Casa Medina Bogotá";1575471;"Agoda";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"5";9,1;"Excelente";"215";"4.652531";"-74.056427"
"21";"101 PARK HOUSE";"101 Park House";281480;"lol.travel";"True";"True";"True";"True";"True";"True";"False";"True";"True";"True";"5";9,1;"Excelente";"246";"4.687423";"-74.054192"
"22";"HOTEL HOLIDAY INN BOGOTA AIRPORT";"Holiday Inn Bogota Airport";253852;"lol.travel";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"4";8,8;"Excelente";"1425";"4.661713";"-74.109558"
"23";"HOTEL HAMPTON BY HILTON  BOGOTA USAQUEN";"Hampton by Hilton Bogotá - Usaquén";177066;"Agoda";"True";"True";"False";"False";"True";"False";"True";"False";"True";"True";"4";8,8;"Excelente";"282";"4.695683";"-74.031876"
"25";"Cora 127 plenitud";"Cora 127 Plenitud";260418;"Booking.com";"True";"True";"False";"False";"True";"True";"False";"False";"False";"True";"5";8,1;"Muy bueno";"256";"4.704585";"-74.043114"
"26";"Cora 96 street suites";"96 Street Suites";191135;"lol.travel";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"4";7,8;"Bueno";"232";"4.67779";"-74.042763"
"27";"VIAGGIO NUEVE TREZ";"Viaggio Nueve Trez";211601;"Booking.com";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"5";8,5;"Excelente";"286";"4.685238";"-74.051125"
"35";"VIAGGIO TELEPORT";"Viaggio Teleport";217570;"Booking.com";"True";"True";"False";"False";"False";"True";"False";"True";"False";"True";"4";8,7;"Excelente";"234";"4.717855";"-74.032677"
"37";"VIAGGIO URBANO";"Viaggio Urbano";225585;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"False";"False";"3";8,3;"Muy bueno";"347";"4.629306";"-74.063629"
"39";"BOGOTA REGENCY HOTEL";"Hotel Regency Suites";181628;"Booking.com";"True";"True";"False";"True";"False";"False";"False";"True";"False";"False";"4";8;"Muy bueno";"260";"4.630911";"-74.094498"
"40";"HOTEL HABITEL";"Hotel Habitel";242469;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"True";"True";"5";8,5;"Excelente";"2027";"4.688661";"-74.130852"
"41";"HOTEL COLOMBIANS SUITE";"Colombian's Suite International";124283;"ZenHotels.com";"True";"True";"False";"False";"True";"True";"False";"True";"True";"False";"3";8,3;"Muy bueno";"240";"4.632199";"-74.093658"
"42";"Tequendama Suites and Hotel";"Tequendama Suites and Hotel";215864;"Agoda";"True";"True";"False";"True";"True";"True";"False";"True";"False";"True";"5";8,2;"Muy bueno";"366";"4.565298";"-74.10392"
"43";"HOTEL  TEQUENDAMA";"Tequendama Bogota";213519;"Agoda";"False";"False";"False";"False";"False";"False";"True";"True";"True";"False";"5";7,6;"Bueno";"387";"4.565093";"-74.104561"
"47";"COSMOS 100";"Cosmos 100";216077;"lol.travel";"True";"True";"True";"True";"True";"False";"False";"True";"True";"True";"5";8,2;"Muy bueno";"1151";"4.685834";"-74.054161"
"48";"HOTEL DOUBLETREE BY HILTON BOGOTA CALLE 100";"Doubletree By Hilton Bogota - Calle 100";365600;"Prestigia";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"4";8,6;"Excelente";"56";"4.68612";"-74.054588"
"50";"NH COLLECTION ROYAL WTC BOGOTA";"NH Collection Bogotá WTC Royal";295763;"NH Collection";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"5";8,2;"Muy bueno";"410";"4.68039";"-74.040428"
"52";"HOTEL CAVIAR";"Hotel Caviar";138992;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"True";"False";"4";7,2;"Excelente";"47";"4.723473";"-74.046333"
"53";"ESTELAR APARTAMENTOS BOGOTA";"Estelar Apartamentos Bogotá";201453;"lol.travel";"True";"True";"False";"False";"True";"True";"False";"True";"False";"True";"3";8,3;"Muy bueno";"1079";"4.704275";"-74.042938"
"54";"HOTEL DE LA FERIA ESTELAR";"Estelar De la Feria";149054;"Prestigia";"True";"True";"False";"False";"True";"False";"False";"True";"True";"True";"3";7,5;"Bueno";"409";"4.63324";"-74.094551"
"55";"HOTEL ESTELAR LA FONTANA";"Hotel Estelar La Fontana";196337;"lol.travel";"False";"False";"False";"False";"True";"True";"True";"True";"False";"True";"5";8,5;"Excelente";"988";"4.704275";"-74.042938"
"56";"APARTAMENTOS ESTELAR AEROPUERTO";"Estelar Apartamentos Aeropuerto";151783;"lol.travel";"True";"True";"False";"False";"True";"False";"False";"True";"True";"True";"3";8;"Muy bueno";"214";"4.633654";"-74.090172"
"58";"Hotel Estelar Parque de la 93";"Hotel Estelar Parque de la 93";364364;"Prestigia";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"5";9;"Excelente";"774";"4.674381";"-74.048027"
"59";"HOTEL ESTELAR WINDSOR HOUSE";"Estelar Windsor House";185081;"lol.travel";"False";"False";"False";"False";"True";"False";"False";"True";"True";"True";"4";8,6;"Excelente";"663";"4.677535";"-74.043427"
"60";"HOTEL ESTELAR CALLE 100";"Estelar Calle 100";256624;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"False";"True";"3";8,7;"Excelente";"570";"4.68461";"-74.046944"
"62";"HOTEL PLATINUM SUITE";"Hotel Platinum Suite";179411;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"False";"False";"3";8,5;"Excelente";"503";"4.626854";"-74.090843"
"63";"HOTEL SUITE CHICO";"Suite Chicó";139632;"ZenHotels.com";"True";"False";"False";"True";"False";"False";"True";"True";"False";"False";"5";8,5;"Excelente";"314";"4.684884";"-74.046135"
"64";"BOGOTA MARRIOTT";"Bogota Marriott Hotel";909034;"Agoda";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";9,1;"Excelente";"650";"4.659344";"-74.108437"
"65";"SONESTA HOTEL BOGOTA";"Sonesta Bogotá";233984;"Prestigia";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"4";8,9;"Excelente";"1285";"4.703551";"-74.043625"
"66";"JW MARRIOTT";"JW Marriott Hotel Bogota";1098756;"Atrapalo";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";9,2;"Excelente";"540";"4.656838";"-74.055565"
"67";"HOTEL HILTON BOGOTA";"Hotel Hilton Bogotá";877356;"Prestigia";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"5";9;"Excelente";"1319";"4.655799";"-74.055054"
"70";"HOLIDAY INN EXPRESS BOGOTA";"Holiday Inn Express Bogota - Parque La 93";286725;"lol.travel";"True";"True";"False";"False";"True";"False";"True";"True";"False";"True";"4";8,8;"Excelente";"647";"4.677316";"-74.046303"
"72";"santa barbara INN BOGOTA";"Santa Barbara Usaquen Inn";137029;"Booking.com";"False";"False";"False";"False";"False";"False";"False";"False";"False";"False";"5";8,5;"Excelente";"211";"4.69927";"-74.029892"
"75";"ALOFT BOGOTA AIRPORT ";"Aloft Bogota Airport";282073;"Booking.com";"True";"True";"False";"False";"True";"True";"True";"True";"True";"True";"4";8,7;"Excelente";"2487";"4.6831";"-74.120872"
"76";"W Bogota";"W Bogota";743778;"Prestigia";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"5";8,8;"Excelente";"425";"4.693224";"-74.034859"
"77";"BEST WESTERN PLUS BOGOTA";"Best Western Plus 93 Park";291666;"lol.travel";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"4";9;"Excelente";"1045";"4.675827";"-74.050323"
"78";"CITY EXPRESS PLUS BOGOTA";"City Express Plus Bogota Aeropuerto";221702;"ZenHotels.com";"False";"False";"False";"False";"False";"False";"False";"False";"False";"False";"4";8,7;"Excelente";"541";"4.680891";"-74.123344"
"80";"DOUBLE TREE BY HILTON BOGOTA PARQUE 93";"Double Tree Parque 93 by Hilton";430613;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,8;"Excelente";"507";"4.680472";"-74.04612"
"83";"MOVICH BURO 26 BOGOTA COLOMBIA";"Movich Buró 26";229931;"Agoda";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"5";8,7;"Excelente";"1222";"4.689978";"-74.130188"
"84";"HOTEL CHICO MOVICH 97";"Movich Chico 97";284589;"lol.travel";"True";"True";"False";"False";"True";"False";"False";"True";"False";"False";"4";8,8;"Excelente";"233";"4.680843";"-74.046135"
"85";"93 LUXURY SUITES";"93 Luxury Suites & Residences";559670;"Prestigia";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"4";9,4;"Excelente";"571";"4.67656";"-74.050201"
"87";"HOTEL EK";"Hotel EK";319336;"Prestigia";"True";"True";"False";"False";"False";"False";"False";"True";"True";"False";"4";9,2;"Excelente";"617";"4.672265";"-74.048912"
"88";"CLICK CLACK HOTEL";"The Click Clack";268899;"Prestigia";"True";"True";"False";"False";"True";"False";"True";"True";"True";"False";"4";8,4;"Muy bueno";"1890";"4.675336";"-74.047516"
"89";"HOLLIDAY INN EXPRESS AND SUITES BOGOTA";"Holiday Inn Express & Suites Bogota DC";256663;"lol.travel";"True";"True";"False";"True";"True";"False";"True";"True";"False";"True";"3";8,9;"Excelente";"222";"4.651006";"-74.057991"
"90";"ARTISAN BOGOTA";"The Artisan D.C. Hotel, Autograph Collection";733066;"Agoda";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"4";9;"Excelente";"65";"4.654032";"-74.054451"
"91";"FOUR POINTS BY SHERATON BOGOTA";"Four Points By Sheraton Bogota";377959;"Booking.com";"False";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,8;"Excelente";"576";"4.679653";"-74.053314"
"92";"FOUR SEASONS HOTEL CASA MEDINA BOGOTA";"Four Seasons Casa Medina Bogotá";1575448;"Booking.com";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"5";9,1;"Excelente";"215";"4.652531";"-74.056427"
"93";"FOUR SEASONS HOTEL BOGOTA";"Hotel Four Seasons Bogota";1460760;"Booking.com";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"5";9;"Excelente";"193";"4.669665";"-74.053337"
"94";"COURTYARD BY MARRIOTT BOGOTA AIRPORT";"Courtyard by Marriott Bogota Airport";322960;"Prestigia";"False";"False";"False";"False";"True";"False";"True";"False";"False";"True";"4";9;"Excelente";"1079";"4.687227";"-74.127083"
"96";"HOTEL SOFITEL SANTA CLARA";"Hotel Sofitel Legend Santa Clara Cartagena";1224690;"Booking.com";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";9,1;"Excelente";"1100";"10.428777";"-75.548012"
"98";"HOTEL REGATTA CARTAGENA";"The Regatta Hotel";299895;"lol.travel";"True";"True";"True";"True";"True";"True";"True";"True";"True";"False";"4";7,5;"Bueno";"699";"10.400547";"-75.558754"
"99";"HOTEL CARTAGENA PLAZA";"Cartagena Plaza";283864;"lol.travel";"True";"True";"True";"False";"True";"False";"True";"True";"True";"False";"4";7,5;"Bueno";"1782";"10.401288";"-75.557953"
"100";"HOTEL SAN PEDRO DE MAJAGUA";"San Pedro de Majagua";522321;"Booking.com";"True";"True";"False";"True";"False";"True";"True";"True";"True";"False";"4";8,1;"Muy bueno";"767";"10.181152";"-75.72892"
"102";"HOTEL COSTA DEL SOL";"Hotel Costa del Sol";277000;"Booking.com";"True";"True";"True";"False";"True";"True";"True";"True";"False";"False";"3";5,4;"Muy bueno";"1656";"10.41373";"-75.533577"
"103";"HOTEL ISLA DEL ENCANTO";"Isla Del Encanto";1579499;"lol.travel";"True";"True";"True";"True";"False";"True";"True";"True";"True";"False";"5";8,2;"Muy bueno";"126";"10.141425";"-75.701469"
"104";"HOTEL 3 BANDERAS";"Tres Banderas";367897;"Booking.com";"False";"False";"False";"False";"True";"True";"True";"True";"False";"False";"2";8,6;"Excelente";"583";"10.426862";"-75.54834"
"106";"HOTEL CASA DEL ARZOBISPADO";"Hotel Casa del Arzobispado";778771;"Booking.com";"True";"True";"True";"True";"False";"True";"True";"True";"True";"False";"4";9,1;"Excelente";"352";"10.423933";"-75.550346"
"108";"HOTEL DANN CARTAGENA";"Dann Cartagena";563507;"lol.travel";"True";"True";"True";"False";"False";"False";"True";"True";"True";"False";"4";8,7;"Excelente";"2181";"10.397568";"-75.562172"
"109";"Charleston Santa Teresa";"Charleston Santa Teresa";1071719;"lol.travel";"True";"True";"True";"True";"False";"False";"True";"True";"True";"True";"5";8,9;"Excelente";"753";"10.422234";"-75.552551"
"111";"INTERCONTINENTAL CARTAGENA";"InterContinental Cartagena de Indias";503519;"Prestigia";"True";"True";"True";"False";"True";"False";"True";"True";"False";"False";"5";8,5;"Excelente";"1077";"10.400347";"-75.559303"
"112";"HAMPTON BY HILTON";"Hampton By Hilton Cartagena";343212;"Booking.com";"False";"True";"True";"False";"True";"False";"False";"False";"True";"True";"3";8,7;"Excelente";"3305";"10.414682";"-75.550362"
"114";"VIAGGIO PUERTO CARTAGENA";"Viaggio Puerto Cartagena";173013;"Booking.com";"True";"True";"False";"False";"True";"False";"True";"True";"True";"False";"3";7,4;"Muy bueno";"105";"10.342565";"-75.493805"
"115";"TEQUENDAMA INN CARTAGENA";"Tequendama Inn Cartagena";263996;"lol.travel";"True";"True";"False";"False";"False";"False";"True";"True";"False";"False";"3";7,4;"Muy bueno";"382";"10.402555";"-75.554558"
"116";"ESTELAR PLAYA MANZANILLO";"Estelar Playa Manzanillo";604010;"lol.travel";"True";"True";"True";"False";"True";"True";"True";"True";"True";"True";"3";8,3;"Muy bueno";"1536";"10.52429";"-75.494553"
"117";"HILTON CARTAGENA";"Hilton Cartagena";362312;"Prestigia";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"5";8,5;"Excelente";"3089";"10.393917";"-75.559341"
"118";"HOTEL CAPILLA DEL MAR";"Capilla del Mar";380432;"lol.travel";"True";"True";"True";"False";"True";"True";"True";"True";"True";"True";"4";8,5;"Excelente";"1226";"10.403773";"-75.555107"
"119";"HOTEL DECAMERON CARTAGENA";"Decameron Cartagena";866343;"lol.travel";"False";"False";"True";"False";"True";"True";"True";"True";"True";"False";"3";7,2;"Muy bueno";"646";"10.407572";"-75.552628"
"122";"HOTEL CARIBE";"Caribe By Faranda";420807;"Prestigia";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"5";8,1;"Muy bueno";"2213";"10.397837";"-75.560867"
"125";"HOTEL HOLIDAY INN CARTAGENA MORROS";"Holiday Inn Cartagena Morros";386386;"Prestigia";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";8,8;"Excelente";"970";"10.465973";"-75.500565"
"126";"CORAL REEF CARTAGENA";"Coral Reef";178719;"lol.travel";"True";"True";"False";"False";"True";"False";"True";"True";"True";"False";"3";6,9;"Muy bueno";"83";"10.399178";"-75.560524"
"127";"SONESTA HOTEL CARTAGENA";"Sonesta Hotel Cartagena";309433;"Prestigia";"True";"True";"True";"False";"True";"True";"True";"True";"True";"True";"4";7,8;"Bueno";"1700";"10.467762";"-75.498978"
"128";"HOTEL ALMIRANTE CARTAGENA";"Almirante Cartagena";341152;"lol.travel";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"5";8;"Muy bueno";"1664";"10.400522";"-75.558037"
"130";"CORALES DE INDIAS";"Ghl Corales de Indias";306193;"lol.travel";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";8;"Muy bueno";"2725";"10.443166";"-75.525307"
"131";"Allure chocolat Cartagena";"Allure Chocolat";503372;"lol.travel";"True";"True";"True";"False";"True";"True";"True";"True";"True";"True";"4";9;"Excelente";"1395";"10.420212";"-75.548325"
"132";"BASTION LUXURY HOTEL";"Hotel Bastión Luxury";739177;"Prestigia";"True";"True";"True";"False";"False";"False";"True";"True";"True";"True";"5";9,3;"Excelente";"1303";"10.426718";"-75.548767"
"134";"TCHERASSI HOTEL";"Tcherassi Hotel";793023;"Booking.com";"True";"True";"True";"True";"False";"True";"False";"True";"False";"False";"4";8,9;"Excelente";"302";"10.42689";"-75.549217"
"135";"HOTEL HYATT REGENCY CARTAGENA";"Hyatt Regency Cartagena";465428;"Prestigia";"True";"True";"True";"True";"True";"True";"True";"False";"True";"True";"4";9,2;"Excelente";"1135";"10.411293";"-75.551468"
"142";"HOTEL SOCHAGOTA";"D'Acosta Hotel Sochagota";581178;"Booking.com";"False";"False";"True";"True";"True";"False";"False";"True";"True";"False";"4";8,5;"Excelente";"476";"5.760112";"-73.114182"
"145";"HOTEL HUNZA";"Hunza y Centro de Convenciones";214957;"Booking.com";"True";"True";"True";"False";"True";"False";"False";"True";"False";"True";"4";8;"Muy bueno";"121";"5.535133";"-73.362"
"150";"HOTEL CASA DE LOS FUNDADORES";"Casa de los Fundadores";251153;"Booking.com";"True";"False";"True";"True";"True";"False";"False";"True";"True";"True";"3";8,2;"Muy bueno";"348";"5.639072";"-73.538139"
"154";"REFUGIO EL SANTUARIO";"Refugio El Santuario";164735;"Booking.com";"True";"True";"False";"False";"False";"True";"False";"True";"True";"False";"4";8;"Muy bueno";"25";"5.463462";"-73.769089"
"161";"HOTEL ESTELAR ALTAMIRA";"Hotel Estelar Altamira";255843;"lol.travel";"False";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";8,5;"Excelente";"792";"4.445271";"-75.246117"
"172";"UNION GIRARDOT";"Union Girardot";421260;"Booking.com";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"4";8,9;"Excelente";"289";"4.296992";"-74.807777"
"173";"GHL STYLE NEIVA";"Ghl Style Neiva";189718;"Booking.com";"True";"True";"False";"False";"True";"True";"True";"True";"True";"False";"3";8,9;"Excelente";"476";"2.920557";"-75.275352"
"174";"GHL CLUB EL PUENTE";"GHL Club El Puente";196199;"Booking.com";"True";"True";"True";"False";"True";"True";"True";"True";"False";"False";"4";8,2;"Muy bueno";"1252";"4.293625";"-74.784889"
"177";"HOTEL DECAMERON GALEON";"Decameron Galeón";703396;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"False";"3";8;"Muy bueno";"403";"11.092226";"-74.218925"
"178";"Zuana Beach Resort Hotel";"Zuana Beach Resort Hotel";461037;"lol.travel";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";7,6;"Bueno";"813";"11.15397";"-74.227943"
"180";"HOTEL LA SIERRA SANTAMARTA";"be la Sierra";184474;"lol.travel";"False";"True";"False";"False";"True";"False";"True";"True";"True";"False";"3";7,5;"Bueno";"507";"11.203135";"-74.227242"
"181";"Hotel Tayrona";"Hotel Tayrona";245099;"Booking.com";"True";"True";"True";"True";"False";"True";"True";"True";"True";"False";"3";7,5;"Bueno";"111";"11.208411";"-74.226799"
"182";"HOTEL EMILE MERCURE ";"Mercure Santa Marta Emile";243223;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,7;"Excelente";"384";"11.149634";"-74.225441"
"183";"HOTEL SANTORINI RESORT";"Santorini Hotel & Resort";413202;"Booking.com";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";7,9;"Bueno";"1003";"11.143636";"-74.225365"
"185";"TEQUENDAMA INN  SANTA MARTA";"Tequendama Inn Santa Marta";181845;"lol.travel";"True";"True";"True";"True";"False";"False";"True";"True";"True";"False";"3";7,7;"Bueno";"459";"11.24725";"-74.20166"
"187";"HOTEL SICARARE";"Hotel Sicarare";163469;"Booking.com";"True";"False";"True";"False";"True";"False";"True";"True";"True";"False";"3";8,3;"Muy bueno";"97";"10.489581";"-73.263702"
"188";"IROTAMA";"Irotama Resort";1066429;"Booking.com";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";8,2;"Muy bueno";"1401";"11.149683";"-74.225533"
"189";"TAMACA HOTEL";"Tamaca Hotel";356058;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,3;"Muy bueno";"615";"11.20083";"-74.227158"
"190";"HOTEL YULDAMA";"Hotel Yuldama Rodadero Inn";157755;"Booking.com";"True";"True";"True";"False";"False";"False";"True";"True";"False";"False";"4";6,8;"Excelente";"217";"11.202209";"-74.226059"
"193";"BAHIA BLANCA SANTA MARTA";"Bahia Blanca";88556;"Booking.com";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"4";8;"Muy bueno";"170";"11.251066";"-74.212852"
"198";"SANHA PLUS HOTEL";"Sanha Plus Hotel";458343;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"False";"3";7,6;"Bueno";"341";"11.157161";"-74.222893"
"199";"HOTEL SANSIRAKA";"Hotel Sansiraka";228660;"Booking.com";"True";"True";"True";"True";"True";"True";"True";"True";"True";"False";"3";7,7;"Bueno";"100";"11.236106";"-74.212982"
"202";"Hotel GHL Relax Costa Azul";"Hotel GHL Relax Costa Azul";227764;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"False";"True";"3";7,9;"Bueno";"1335";"11.107103";"-74.223984"
"204";"HOTEL WAYA  WUAJIRA";"Hotel Waya Guajira";240001;"Booking.com";"True";"True";"True";"True";"False";"True";"True";"True";"True";"True";"4";8,3;"Muy bueno";"92";"11.171829";"-72.585533"
"205";"HOTEL CATEDRAL PLAZA";"Hotel Catedral Plaza";500553;"Booking.com";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,5;"Excelente";"85";"11.243669";"-74.210457"
"206";"BEST WESTERN PLUS";"Best Western Plus Santa Marta Hotel";417327;"lol.travel";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";8,7;"Excelente";"202";"11.238747";"-74.212982"
"207";"SORATAMA";"Soratama";186364;"Booking.com";"True";"True";"False";"False";"True";"False";"True";"True";"True";"False";"4";7,8;"Bueno";"558";"4.814791";"-75.694328"
"212";"ARMENIA HOTEL ";"Armenia Hotel";342499;"Booking.com";"True";"True";"True";"True";"True";"True";"True";"True";"True";"False";"4";8,1;"Muy bueno";"214";"4.548982";"-75.660133"
"217";"HOTEL LAS COLINAS ESTELAR";"Pop Art Las Colinas";175151;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"True";"False";"4";8;"Muy bueno";"573";"5.067544";"-75.518806"
"218";"HOTEL ESTELAR RECINTO DEL PENSAMIENTO";"Estelar Recinto Del Pensamiento";260552;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"False";"False";"3";8,7;"Excelente";"239";"5.04163";"-75.502388"
"220";"HOTEL CARRETERO";"Hotel Carretero";350387;"Booking.com";"True";"True";"False";"True";"True";"False";"False";"True";"True";"True";"4";7,8;"Bueno";"204";"5.067227";"-75.512627"
"228";"DECAMERON HELICONIAS";"Decameron Las Heliconias";559775;"lol.travel";"True";"True";"True";"True";"True";"False";"False";"True";"True";"False";"4";8,4;"Muy bueno";"131";"4.609384";"-75.815964"
"229";"HOTEL PANACA DECAMERON ";"Hotel Decameron Panaca";492282;"Booking.com";"True";"True";"True";"True";"True";"False";"False";"True";"True";"True";"3";8,5;"Excelente";"387";"4.609321";"-75.816032"
"230";"HOTEL VARUNA";"Hotel Varuna";256928;"Booking.com";"True";"True";"False";"False";"True";"False";"False";"True";"False";"True";"4";8,4;"Muy bueno";"307";"5.059054";"-75.487396"
"231";"LUXOR CONDINA";"Luxor Condina";133239;"Booking.com";"True";"True";"False";"False";"False";"True";"True";"False";"False";"False";"3";8,2;"Muy bueno";"235";"4.815194";"-75.693405"
"232";"HOTEL PINARES PLAZA";"Hotel Pinares Plaza";210198;"ZenHotels.com";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"4";8;"Muy bueno";"104";"4.804";"-75.686172"
"234";"HOTEL BOUTIQUE VISUS";"Visus Hotel Boutique & Spa";544426;"Agoda";"True";"True";"True";"True";"True";"True";"False";"True";"True";"False";"3";8,9;"Excelente";"67";"4.820319";"-75.810745"
"238";"SONESTA PEREIRA";"Sonesta Pereira";385434;"Booking.com";"True";"True";"True";"True";"True";"True";"True";"True";"True";"True";"5";9,1;"Excelente";"1176";"4.809852";"-75.808983"
"240";"COCOPLUM BEACH";"Cocoplum Beach";507530;"Booking.com";"False";"False";"True";"False";"True";"True";"True";"False";"False";"False";"3";7,4;"Muy bueno";"939";"12.54353";"-81.706383"
"241";"CALIPSO BEACH SAN ";"Calypso Beach";434978;"Booking.com";"False";"False";"True";"False";"False";"True";"True";"True";"True";"False";"3";6,9;"Muy bueno";"251";"12.575801";"-81.704689"
"242";"SOLAR SOL CARIBE CAMPO";"Solar Sol Caribe Campo";662998;"Booking.com";"True";"False";"True";"False";"False";"False";"True";"True";"True";"False";"4";7,2;"Excelente";"432";"12.537974";"-81.711029"
"243";"SOL CARIBE SEA FLOWERS";"Sol Caribe Sea Flowers";422486;"Booking.com";"True";"False";"False";"False";"False";"False";"True";"True";"True";"False";"3";7,8;"Bueno";"508";"12.580193";"-81.694626"
"245";"Solar Hoteles Sol Caribe ProviDENCIA";"Solar Hoteles Sol Caribe Providencia";387373;"Atrapalo";"True";"True";"True";"False";"False";"False";"True";"True";"False";"False";"3";7,8;"Bueno";"117";"13.34583";"-81.392769"
"246";"DECAMERON AQUARIUM ";"Decameron Aquarium";1171652;"Booking.com";"True";"False";"True";"False";"False";"False";"True";"True";"True";"False";"4";7,4;"Excelente";"751";"12.580507";"-81.688202"
